"","Lon","Lat","focal_rac_vect"
"349",3.25,58.25,0.0304709141274238
"350",0.25,58.25,0.0193905817174515
"351",3.75,58.25,0.157894736842105
"352",-0.25,58.25,0.119113573407202
"353",-9.25,58.25,0.268698060941828
"354",0.75,58.25,0.257617728531856
"355",-0.75,58.25,0.185595567867036
"356",0.75,58.75,0.102493074792244
"357",-1.25,58.75,0.0969529085872576
"358",1.75,58.75,0.0581717451523546
"359",-1.75,58.75,0.0138504155124654
"360",-2.25,58.75,0.03601108033241
"361",2.75,58.75,0.0637119113573407
"362",-3.75,58.75,0.102493074792244
"363",-8.25,58.75,0.00277008310249305
"364",-4.25,58.75,0.0249307479224377
"365",3.25,58.75,0.0249307479224377
"366",-5.75,58.75,0.0138504155124655
"367",0.25,58.75,0.0249307479224377
"368",-0.75,58.75,0.00831024930747915
"369",-6.25,58.75,0.0443213296398892
"370",1.75,59.25,0.0360110803324101
"371",-1.75,59.25,0.0193905817174515
"372",-2.25,59.25,0.0304709141274238
"373",-5.25,59.25,0.0637119113573407
"374",-5.75,59.25,0.0581717451523547
"375",-3.75,59.25,0.0415512465373962
"376",-4.25,59.25,0.0470914127423823
"377",-4.75,59.25,0.00277008310249307
"378",-0.75,59.25,0.074792243767313
"379",0.75,59.25,0.0443213296398892
"380",-1.25,59.25,0.119113573407202
"381",-1.25,59.75,0.0803324099722991
"382",-2.25,59.75,0.0637119113573408
"383",-2.75,59.75,0.0193905817174516
"384",-5.25,59.75,0.00831024930747915
