"","X","pb","bathy","chlomean","ppmean","odismean","salinity","tempmean","x","y"
"1242",1455,0,-0.555266666367229,0.402602399002112,0.0952156942627564,0.248070917647498,0.247988403565918,-0.585711843931747,-13.375,54.4583333333333
"1243",1456,0,-0.420478860899695,0.428448668163941,0.338581606514604,0.211293363438547,0.226675158030416,-0.737546294031345,-21.0416666666667,55.2083333333333
"1248",1461,0,-0.513320253877333,0.343205016830441,0.479929648558382,0.0886249548556733,0.204123773946838,-0.920071877150822,-24.4583333333333,54.5416666666667
"1253",1466,0,0.327285852420194,0.25651875194534,0.382964444824898,0.0720179762388125,0.226540232675818,-1.05330350128134,-12.0416666666667,61.375
"1255",1468,0,1.00458059275706,0.425635202378596,0.0423586768016089,0.268431257278704,0.253169140343202,-0.246868718886382,-7.70833333333334,48.7083333333333
"1256",1469,0,-0.529539533373426,0.397216665194215,0.104369520829575,0.252844687487023,0.24768779781266,-0.59793988208727,-13.4583333333333,54.875
"1258",1471,0,1.0426120067479,-0.126744141361554,3.23686911613615,-0.576190437824768,-3.68309733216272,-1.71755958709811,17.9583333333333,61.2083333333333
"1260",1473,0,-1.00549149375879,0.358231625726739,0.102320337319245,0.223429511294576,0.241510002348824,-0.521440130802681,-20.2083333333333,52.0416666666667
"1264",1477,0,-0.500456687380431,0.405898025798933,0.57105267758613,0.0969241521799075,0.219032529580817,-1.00892853668303,-20.7916666666667,59.375
"1268",1481,0,1.0392562937487,-0.417776856207824,2.56112827627617,-0.710928322664509,-3.44042670318793,-1.12255749508616,17.0416666666667,55.2916666666667
"1270",1483,0,-0.431105285397136,0.406357556198731,0.13950263711573,0.326964837707826,0.244964488265811,-0.651057752982477,-11.5416666666667,55.875
"1272",1485,0,-1.57764056012097,0.293180342861653,-0.276621734571886,0.503611406367553,0.292483015539187,0.152775608023343,-19.0416666666667,44.9583333333333
"1274",1487,0,1.00625844925665,1.39066170571764,0.482401516900011,1.24238039528014,0.231702119587386,-0.955998018255594,-4.20833333333334,59.875
"1277",1490,0,1.0263927272518,0.19962023487959,0.280087239596368,-0.133365885128878,0.196824907522005,-0.44138485994304,-7.54166666666667,50.7916666666667
"1279",1492,0,1.04764557624668,1.94620476206737,0.349302346233574,2.30061718571414,0.209391815365333,-0.705762376048964,-9.125,54.375
"1280",1493,0,0.260730877936225,0.383676172217041,0.168242412572517,0.167724806817914,0.241384501927084,-0.631641604260342,-20.0416666666667,54.0416666666667
"1286",1499,0,-0.0144375879974967,0.684140810079132,0.0497146962996189,0.7426124214649,0.262279578073152,-0.294673674817681,-11.7916666666667,50.2916666666667
"1287",1500,0,1.03310415325019,-0.145193366445584,-0.305946658523104,0.644541332640001,0.154486620976815,0.371663443677581,-1.79166666666667,43.4583333333333
"1289",1502,0,1.02247772875275,-0.107475993003171,0.133876459944932,-0.362549715598311,0.224422599077367,-0.34228981622182,-6.875,49.4583333333333
"1292",1505,0,1.02079987225315,-0.345464957848804,2.65686266647006,-0.677822165072683,-3.44918066763498,-1.14351695192907,18.9583333333333,55.875
"1293",1506,0,1.02751129825153,-0.592478084300383,2.78107707646449,-0.765796486085556,-3.51755347101613,-1.30846356838493,18.2916666666667,58.125
"1294",1507,0,-1.5933005541172,-0.0152659827560611,-0.165099972826583,0.306918687987673,0.279227095499034,0.0916748928493062,-6.375,45.7916666666667
"1296",1509,0,1.0409341502483,1.08407015220097,0.399208949090343,0.269386661294701,0.0970977087556791,-0.737342232313385,-4.95833333333334,52.9583333333333
"1297",1510,0,1.04037486474843,0.642663354643776,0.359505436687781,-0.0961906348309238,0.155521875443896,-0.527361053607921,-6.95833333333334,51.5416666666667
"1305",1518,0,0.894401349283595,0.604129637582225,1.08092789313925,0.615280667878613,-0.562239094868569,-1.00984253266849,9.20833333333333,58.4583333333333
"1308",1521,0,0.616995741350413,0.333782005350825,0.289651647684339,0.202908993146383,0.236530165456144,-0.783189281853534,-16.7083333333333,56.7916666666667
"1310",1523,0,1.02751129825153,0.678710987618434,0.594809613357643,0.128114543039552,0.184211371063486,-0.963749439419275,0.0416666666666643,56.2916666666667
